transaction_id,account_id,transaction_type,channel,merchant_category,description,currency_code,transaction_date,transaction_amount,post_date
H000005694,A00000248,PMT,ACH,5812,PMT POS REF179720,USD,2023-11-29,1691.28,2023-11-29
H000005695,A00000250,PMT,ACH,5812,PMT MOBILE REF474583,USD,2023-11-29,2638.47,2023-11-29
H000005696,A00000253,WDR,MOBILE,5541,WDR ACH REF559822,USD,2023-11-29,87.07,2023-11-29
H000005697,A00000258,WDR,ACH,5411,WDR ATM REF507905,USD,2023-11-29,419.04,2023-11-29
H000005698,A00000261,WDR,ACH,5541,WDR ACH REF349556,USD,2023-11-29,30.99,2023-11-29
H000005699,A00000261,WDR,BRANCH,5912,WDR BRANCH REF994537,USD,2023-11-29,123.84,2023-11-29
H000005700,A00000264,WDR,ONLINE,4900,WDR POS REF907191,USD,2023-11-29,22.77,2023-11-30
H000005701,A00000266,PMT,BRANCH,4900,PMT ATM REF879862,USD,2023-11-29,1261.58,2023-11-29
H000005702,A00000266,PMT,WIRE,6011,PMT ATM REF345815,USD,2023-11-29,1119.4,2023-11-29
H000005703,A00000266,CHG,POS,0000,CHG POS REF255006,USD,2023-11-29,3,2023-11-29
H000005704,A00000278,WDR,ONLINE,5541,WDR POS REF604886,USD,2023-11-29,94.66,2023-11-29
H000005705,A00000280,CHG,MOBILE,5812,CHG ONLINE REF212544,USD,2023-11-29,3,2023-11-30
H000005706,A00000280,PMT,ATM,4900,PMT POS REF612671,USD,2023-11-29,185.09,2023-11-29
H000005707,A00000282,DEP,WIRE,0000,DEP MOBILE REF151133,USD,2023-11-29,45.3,2023-11-29
H000005708,A00000283,FEE,ONLINE,5541,FEE BRANCH REF115032,USD,2023-11-29,35,2023-11-29
H000005709,A00000283,TRF,WIRE,4900,TRF BRANCH REF770486,USD,2023-11-29,66.93,2023-11-30
H000005710,A00000283,FEE,ONLINE,7011,FEE ATM REF361426,USD,2023-11-29,25,2023-11-29
H000005711,A00000289,TRF,ONLINE,5812,TRF ONLINE REF587161,USD,2023-11-29,-427.39,2023-11-29
H000005712,A00000290,INT,ATM,5812,INT MOBILE REF254596,USD,2023-11-29,204.58,2023-11-29
H000005713,A00000290,REF,WIRE,5411,REF ATM REF231334,USD,2023-11-29,909.67,2023-11-29
H000005714,A00000291,TRF,ONLINE,0000,TRF ATM REF192798,USD,2023-11-29,114.92,2023-11-29
H000005715,A00000301,PMT,ONLINE,4900,PMT MOBILE REF215520,USD,2023-11-29,995.02,2023-11-29
H000005716,A00000306,CHG,BRANCH,5912,CHG MOBILE REF651481,USD,2023-11-29,12,2023-11-29
H000005717,A00000306,PMT,WIRE,5541,PMT WIRE REF834530,USD,2023-11-29,432.9,2023-11-30
H000005718,A00000306,CHG,BRANCH,6011,CHG WIRE REF133426,USD,2023-11-29,9.95,2023-11-29
H000005719,A00000308,DEP,MOBILE,5541,DEP POS REF925808,USD,2023-11-29,66.57,2023-11-29
H000005720,A00000308,DEP,ATM,5541,DEP ATM REF523633,USD,2023-11-29,544.83,2023-11-29
H000005721,A00000311,WDR,WIRE,5541,WDR ATM REF547814,USD,2023-11-29,14.66,2023-11-29
H000005722,A00000315,CHG,WIRE,5912,CHG MOBILE REF177400,USD,2023-11-29,3,2023-11-29
H000005723,A00000316,INT,ACH,4900,INT ACH REF518215,USD,2023-11-29,103.92,2023-11-29
H000005724,A00000316,FEE,BRANCH,7011,FEE BRANCH REF156744,USD,2023-11-29,25,2023-11-29
H000005725,A00000316,DEP,ONLINE,6011,DEP POS REF245843,USD,2023-11-29,30.95,2023-11-29
H000005726,A00000319,WDR,WIRE,7011,WDR POS REF548958,USD,2023-11-29,179.94,2023-11-30
H000005727,A00000328,DEP,ACH,7011,DEP ONLINE REF809720,USD,2023-11-29,26.6,2023-11-29
H000005728,A00000336,TRF,POS,7011,TRF POS REF532856,USD,2023-11-29,-59.89,2023-11-29
H000005729,A00000336,WDR,ATM,0000,WDR POS REF781231,USD,2023-11-29,365.74,2023-11-29
H000005730,A00000344,CHG,ATM,6011,CHG ACH REF168562,USD,2023-11-29,3,2023-11-29
H000005731,A00000353,INT,POS,5812,INT POS REF910065,USD,2023-11-29,27.03,2023-11-29
H000005732,A00000354,WDR,ATM,6011,WDR MOBILE REF108939,USD,2023-11-29,12.97,2023-11-30
H000005733,A00000358,CHG,ATM,5812,CHG MOBILE REF649335,USD,2023-11-29,3,2023-11-29
H000005734,A00000358,INT,ONLINE,5411,INT WIRE REF820090,USD,2023-11-29,129.09,2023-11-29
H000005735,A00000360,PMT,WIRE,4900,PMT WIRE REF409548,USD,2023-11-29,141.45,2023-11-29
H000005736,A00000360,CHG,ATM,5812,CHG WIRE REF732980,USD,2023-11-29,25,2023-11-29
H000005737,A00000360,CHG,ACH,6011,CHG ACH REF157070,USD,2023-11-29,25,2023-11-29
H000005738,A00000362,CHG,WIRE,5541,CHG WIRE REF225632,USD,2023-11-29,25,2023-11-29
H000005739,A00000362,CHG,MOBILE,5541,CHG WIRE REF954458,USD,2023-11-29,35,2023-11-29
H000005740,A00000362,PMT,BRANCH,5541,PMT ATM REF177014,USD,2023-11-29,1155.15,2023-11-29
H000005741,A00000368,PMT,BRANCH,0000,PMT BRANCH REF321108,USD,2023-11-29,258.14,2023-11-29
H000005742,A00000373,REV,ACH,5912,REV WIRE REF246256,USD,2023-11-29,55.26,2023-11-29
H000005743,A00000376,ADJ,MOBILE,6011,ADJ ATM REF974137,USD,2023-11-29,-860.84,2023-11-30
H000005744,A00000380,WDR,WIRE,0000,WDR MOBILE REF178698,USD,2023-11-29,243.2,2023-11-29
H000005745,A00000381,PMT,POS,5812,PMT ONLINE REF681816,USD,2023-11-29,789.28,2023-11-29
H000005746,A00000384,DEP,MOBILE,0000,DEP BRANCH REF389220,USD,2023-11-29,34.09,2023-11-29
H000005747,A00000384,DEP,WIRE,5411,DEP WIRE REF596432,USD,2023-11-29,1325.28,2023-11-30
H000005748,A00000384,WDR,WIRE,4900,WDR BRANCH REF189729,USD,2023-11-29,1951.8,2023-11-29
H000005749,A00000385,INT,ATM,5812,INT ACH REF264845,USD,2023-11-29,97.27,2023-11-29
H000005750,A00000388,INT,ONLINE,5812,INT BRANCH REF548524,USD,2023-11-29,102.25,2023-11-29
H000005751,A00000393,CHG,POS,4900,CHG ACH REF714518,USD,2023-11-29,3,2023-11-29
H000005752,A00000397,CHG,POS,5541,CHG ONLINE REF562565,USD,2023-11-29,25,2023-11-29
H000005753,A00000408,DEP,ATM,5411,DEP BRANCH REF225283,USD,2023-11-29,216.3,2023-11-29
H000005754,A00000408,DEP,MOBILE,5411,DEP MOBILE REF940410,USD,2023-11-29,16.44,2023-11-29
H000005755,A00000412,DEP,POS,6011,DEP MOBILE REF189588,USD,2023-11-29,117.57,2023-11-30
H000005756,A00000416,DEP,MOBILE,5541,DEP POS REF275272,USD,2023-11-29,82.5,2023-11-29
H000005757,A00000416,TRF,ACH,5411,TRF ONLINE REF620278,USD,2023-11-29,66.75,2023-11-29
H000005758,A00000419,INT,ATM,6011,INT ONLINE REF738305,USD,2023-11-29,196.62,2023-11-29
H000005759,A00000419,DEP,WIRE,5912,DEP MOBILE REF560958,USD,2023-11-29,69.83,2023-11-29
H000005760,A00000422,WDR,MOBILE,0000,WDR ONLINE REF254602,USD,2023-11-29,43.2,2023-11-29
H000005761,A00000422,TRF,POS,0000,TRF WIRE REF244329,USD,2023-11-29,-9.59,2023-11-29
H000005762,A00000425,DEP,ACH,5812,DEP ACH REF731917,USD,2023-11-29,181.19,2023-11-29
H000005763,A00000427,FEE,POS,5812,FEE POS REF957200,USD,2023-11-29,25,2023-11-30
H000005764,A00000431,PMT,ATM,5411,PMT ONLINE REF419802,USD,2023-11-29,264.32,2023-11-29
H000005765,A00000431,PMT,WIRE,5912,PMT BRANCH REF100284,USD,2023-11-29,853.97,2023-11-29
H000005766,A00000432,WDR,BRANCH,5812,WDR WIRE REF554196,USD,2023-11-29,156.67,2023-11-29
H000005767,A00000433,FEE,ATM,5541,FEE ATM REF320722,USD,2023-11-29,25,2023-11-29
H000005768,A00000434,INT,ACH,4900,INT WIRE REF776369,USD,2023-11-29,133.07,2023-11-29
H000005769,A00000434,DEP,BRANCH,4900,DEP MOBILE REF775717,USD,2023-11-29,563.64,2023-11-29
H000005770,A00000434,TRF,WIRE,0000,TRF ATM REF255915,USD,2023-11-29,-31.92,2023-11-29
H000005771,A00000442,PMT,POS,5541,PMT ONLINE REF350367,USD,2023-11-29,725.54,2023-11-30
H000005772,A00000444,DEP,WIRE,4900,DEP WIRE REF834941,USD,2023-11-29,127.77,2023-11-29
H000005773,A00000449,DEP,WIRE,7011,DEP MOBILE REF367844,USD,2023-11-29,67.04,2023-11-30
H000005774,A00000450,PMT,MOBILE,5411,PMT WIRE REF540861,USD,2023-11-29,1211.84,2023-11-29
H000005775,A00000455,DEP,POS,7011,DEP MOBILE REF855584,USD,2023-11-29,132.55,2023-11-30
H000005776,A00000458,WDR,POS,6011,WDR MOBILE REF319203,USD,2023-11-29,37.97,2023-11-29
H000005777,A00000459,TRF,MOBILE,5541,TRF POS REF957922,USD,2023-11-29,-89.06,2023-11-29
H000005778,A00000461,REF,ATM,5812,REF BRANCH REF924210,USD,2023-11-29,980.26,2023-11-29
H000005779,A00000463,PMT,ATM,5411,PMT POS REF996749,USD,2023-11-29,1248.1,2023-11-29
H000005780,A00000464,ADJ,WIRE,6011,ADJ BRANCH REF262074,USD,2023-11-29,1581.33,2023-11-29
H000005781,A00000469,PMT,MOBILE,5411,PMT MOBILE REF212867,USD,2023-11-29,333.45,2023-11-29
H000005782,A00000469,INT,ATM,0000,INT BRANCH REF106891,USD,2023-11-29,18.51,2023-11-29
H000005783,A00000471,WDR,MOBILE,4900,WDR ACH REF663336,USD,2023-11-29,337.98,2023-11-29
H000005784,A00000474,CHG,BRANCH,0000,CHG ACH REF922732,USD,2023-11-29,12,2023-11-29
H000005785,A00000474,PMT,BRANCH,5912,PMT ATM REF808672,USD,2023-11-29,301.83,2023-11-29
H000005786,A00000476,PMT,WIRE,5912,PMT ATM REF574011,USD,2023-11-29,1809.61,2023-11-29
H000005787,A00000477,WDR,ATM,5912,WDR ONLINE REF847051,USD,2023-11-29,253.8,2023-11-29
H000005788,A00000477,DEP,ACH,5912,DEP BRANCH REF545286,USD,2023-11-29,4543.12,2023-11-29
H000005789,A00000001,CHG,ACH,6011,CHG WIRE REF290347,USD,2023-11-30,3,2023-11-30
H000005790,A00000001,CHG,ATM,5912,CHG WIRE REF164569,USD,2023-11-30,25,2023-11-30
H000005791,A00000002,DEP,BRANCH,6011,DEP ATM REF921622,USD,2023-11-30,421.56,2023-11-30
H000005792,A00000004,REF,BRANCH,7011,REF MOBILE REF723960,USD,2023-11-30,2791.1,2023-11-30
H000005793,A00000016,DEP,WIRE,0000,DEP MOBILE REF925818,USD,2023-11-30,32.25,2023-11-30
H000005794,A00000016,WDR,MOBILE,5541,WDR WIRE REF888718,USD,2023-11-30,83.92,2023-11-30
H000005795,A00000019,PMT,BRANCH,7011,PMT ONLINE REF531267,USD,2023-11-30,1318.19,2023-11-30
H000005796,A00000020,TRF,MOBILE,6011,TRF ACH REF190534,USD,2023-11-30,-20.99,2023-11-30
H000005797,A00000023,INT,WIRE,6011,INT POS REF414791,USD,2023-11-30,103.71,2023-11-30
H000005798,A00000033,CHG,POS,5912,CHG ATM REF489777,USD,2023-11-30,3,2023-11-30
H000005799,A00000035,PMT,BRANCH,5541,PMT ACH REF720420,USD,2023-11-30,680,2023-11-30
H000005800,A00000040,TRF,ACH,5912,TRF ACH REF537602,USD,2023-11-30,138.5,2023-11-30
H000005801,A00000040,DEP,BRANCH,5912,DEP ACH REF667656,USD,2023-11-30,439.69,2023-12-01
H000005802,A00000042,INT,BRANCH,0000,INT ACH REF514891,USD,2023-11-30,96.6,2023-11-30
H000005803,A00000043,TRF,ACH,0000,TRF ATM REF720563,USD,2023-11-30,-142.87,2023-11-30
H000005804,A00000044,DEP,MOBILE,5411,DEP ATM REF576766,USD,2023-11-30,45.16,2023-11-30
H000005805,A00000046,DEP,ACH,5541,DEP WIRE REF889319,USD,2023-11-30,95.91,2023-11-30
H000005806,A00000048,DEP,WIRE,5541,DEP ONLINE REF927602,USD,2023-11-30,43.11,2023-11-30
H000005807,A00000048,DEP,BRANCH,6011,DEP WIRE REF594149,USD,2023-11-30,51.85,2023-11-30
H000005808,A00000051,REV,POS,0000,REV ATM REF841079,USD,2023-11-30,116.8,2023-11-30
H000005809,A00000051,FEE,POS,4900,FEE POS REF796062,USD,2023-11-30,35,2023-12-01
H000005810,A00000051,DEP,ACH,5411,DEP ACH REF615130,USD,2023-11-30,67.19,2023-12-01
H000005811,A00000052,CHG,WIRE,6011,CHG ACH REF707088,USD,2023-11-30,3,2023-11-30
H000005812,A00000053,PMT,WIRE,6011,PMT ATM REF253737,USD,2023-11-30,508.61,2023-11-30
H000005813,A00000057,CHG,MOBILE,6011,CHG WIRE REF600704,USD,2023-11-30,12,2023-11-30
H000005814,A00000058,PMT,ACH,5411,PMT ONLINE REF470384,USD,2023-11-30,1300.64,2023-11-30
H000005815,A00000062,DEP,MOBILE,6011,DEP MOBILE REF559843,USD,2023-11-30,82.25,2023-11-30
H000005816,A00000064,DEP,BRANCH,4900,DEP WIRE REF981684,USD,2023-11-30,337.16,2023-11-30
H000005817,A00000064,WDR,WIRE,5411,WDR ACH REF589525,USD,2023-11-30,40.59,2023-11-30
H000005818,A00000065,FEE,POS,5912,FEE BRANCH REF290400,USD,2023-11-30,3,2023-12-01
H000005819,A00000065,ADJ,ACH,5411,ADJ POS REF712394,USD,2023-11-30,20.39,2023-11-30
H000005820,A00000066,CHG,WIRE,5541,CHG ACH REF860994,USD,2023-11-30,9.95,2023-11-30
H000005821,A00000066,REF,WIRE,5411,REF ONLINE REF598395,USD,2023-11-30,2925.88,2023-11-30
H000005822,A00000068,DEP,BRANCH,5912,DEP MOBILE REF929276,USD,2023-11-30,539.05,2023-11-30
H000005823,A00000068,TRF,MOBILE,5541,TRF MOBILE REF353708,USD,2023-11-30,-45.68,2023-11-30
H000005824,A00000069,WDR,MOBILE,6011,WDR MOBILE REF968724,USD,2023-11-30,31.52,2023-11-30
H000005825,A00000071,PMT,ONLINE,5812,PMT ATM REF938639,USD,2023-11-30,2098.05,2023-11-30
H000005826,A00000076,INT,MOBILE,6011,INT ATM REF922220,USD,2023-11-30,101.95,2023-12-01
H000005827,A00000083,TRF,ONLINE,0000,TRF ACH REF481352,USD,2023-11-30,-139.81,2023-11-30
H000005828,A00000087,FEE,ACH,0000,FEE ATM REF569002,USD,2023-11-30,12,2023-12-01
H000005829,A00000092,INT,MOBILE,5812,INT MOBILE REF681591,USD,2023-11-30,132.91,2023-11-30
H000005830,A00000104,ADJ,POS,5812,ADJ BRANCH REF795443,USD,2023-11-30,-1210.66,2023-11-30
H000005831,A00000107,DEP,ATM,5812,DEP ATM REF747193,USD,2023-11-30,9.97,2023-11-30
H000005832,A00000108,CHG,BRANCH,4900,CHG ONLINE REF478965,USD,2023-11-30,9.95,2023-11-30
H000005833,A00000109,CHG,ATM,6011,CHG ACH REF266852,USD,2023-11-30,35,2023-11-30
H000005834,A00000109,CHG,POS,5541,CHG POS REF263143,USD,2023-11-30,25,2023-11-30
H000005835,A00000109,PMT,WIRE,5812,PMT MOBILE REF456662,USD,2023-11-30,215.21,2023-11-30
H000005836,A00000113,WDR,BRANCH,4900,WDR BRANCH REF604081,USD,2023-11-30,78.24,2023-11-30
H000005837,A00000119,DEP,MOBILE,0000,DEP ATM REF530853,USD,2023-11-30,57.97,2023-11-30
H000005838,A00000120,TRF,POS,4900,TRF ACH REF185145,USD,2023-11-30,-9.1,2023-12-01
H000005839,A00000125,WDR,ONLINE,5912,WDR ONLINE REF508171,USD,2023-11-30,29.13,2023-11-30
H000005840,A00000125,WDR,ONLINE,5912,WDR MOBILE REF598079,USD,2023-11-30,35.08,2023-11-30
H000005841,A00000125,WDR,ONLINE,5812,WDR POS REF230362,USD,2023-11-30,58.27,2023-12-01
H000005842,A00000128,WDR,ATM,5411,WDR ATM REF222202,USD,2023-11-30,66.02,2023-11-30
H000005843,A00000132,DEP,WIRE,5812,DEP ONLINE REF287193,USD,2023-11-30,46.67,2023-11-30
H000005844,A00000132,DEP,POS,6011,DEP BRANCH REF366460,USD,2023-11-30,2279.65,2023-11-30
H000005845,A00000134,PMT,ACH,0000,PMT BRANCH REF350104,USD,2023-11-30,1620.43,2023-11-30
H000005846,A00000136,WDR,ATM,5541,WDR ACH REF448742,USD,2023-11-30,96.72,2023-11-30
H000005847,A00000137,DEP,BRANCH,0000,DEP MOBILE REF757910,USD,2023-11-30,39.38,2023-11-30
H000005848,A00000137,FEE,WIRE,6011,FEE POS REF402442,USD,2023-11-30,35,2023-12-01
H000005849,A00000137,INT,MOBILE,5912,INT POS REF991220,USD,2023-11-30,169.87,2023-11-30
H000005850,A00000139,PMT,ACH,4900,PMT BRANCH REF179081,USD,2023-11-30,2104.64,2023-11-30
H000005851,A00000139,CHG,ACH,7011,CHG ATM REF597730,USD,2023-11-30,35,2023-11-30
H000005852,A00000139,ADJ,WIRE,6011,ADJ WIRE REF142920,USD,2023-11-30,1335.58,2023-11-30
H000005853,A00000143,INT,POS,5411,INT ATM REF459475,USD,2023-11-30,65.01,2023-11-30
H000005854,A00000144,WDR,POS,7011,WDR BRANCH REF617202,USD,2023-11-30,472.14,2023-12-01
H000005855,A00000144,TRF,BRANCH,4900,TRF ACH REF201348,USD,2023-11-30,-233.49,2023-11-30
H000005856,A00000144,WDR,POS,5411,WDR MOBILE REF652629,USD,2023-11-30,61.75,2023-11-30
H000005857,A00000146,DEP,ONLINE,0000,DEP MOBILE REF863337,USD,2023-11-30,24.42,2023-11-30
H000005858,A00000152,WDR,BRANCH,7011,WDR BRANCH REF389821,USD,2023-11-30,11.1,2023-11-30
H000005859,A00000153,INT,ATM,4900,INT ACH REF970665,USD,2023-11-30,29.59,2023-12-01
H000005860,A00000157,INT,ONLINE,5912,INT POS REF916931,USD,2023-11-30,205.68,2023-11-30
H000005861,A00000159,DEP,MOBILE,4900,DEP WIRE REF963019,USD,2023-11-30,28.07,2023-12-01
H000005862,A00000161,DEP,MOBILE,5411,DEP POS REF156577,USD,2023-11-30,91.96,2023-11-30
H000005863,A00000161,TRF,BRANCH,7011,TRF WIRE REF937037,USD,2023-11-30,20.78,2023-11-30
H000005864,A00000163,CHG,ATM,5541,CHG BRANCH REF860348,USD,2023-11-30,9.95,2023-11-30
H000005865,A00000169,PMT,BRANCH,5541,PMT ACH REF869738,USD,2023-11-30,1066.67,2023-11-30
H000005866,A00000170,TRF,POS,0000,TRF MOBILE REF366743,USD,2023-11-30,-51.07,2023-11-30
H000005867,A00000171,REF,BRANCH,5541,REF ACH REF946925,USD,2023-11-30,25.9,2023-11-30
H000005868,A00000171,CHG,WIRE,7011,CHG BRANCH REF383062,USD,2023-11-30,9.95,2023-12-01
H000005869,A00000173,CHG,MOBILE,4900,CHG WIRE REF409728,USD,2023-11-30,25,2023-11-30
H000005870,A00000173,PMT,POS,7011,PMT POS REF384932,USD,2023-11-30,2551.66,2023-11-30
H000005871,A00000176,REV,BRANCH,0000,REV WIRE REF654825,USD,2023-11-30,78.19,2023-11-30
H000005872,A00000179,PMT,WIRE,4900,PMT ONLINE REF885434,USD,2023-11-30,2232.58,2023-11-30
H000005873,A00000182,DEP,MOBILE,5912,DEP POS REF882244,USD,2023-11-30,143.53,2023-11-30
H000005874,A00000182,WDR,ONLINE,5912,WDR ACH REF838080,USD,2023-11-30,109.69,2023-11-30
H000005875,A00000182,WDR,BRANCH,5411,WDR WIRE REF202178,USD,2023-11-30,153.29,2023-11-30
H000005876,A00000183,TRF,WIRE,5541,TRF POS REF800373,USD,2023-11-30,-10.55,2023-11-30
H000005877,A00000183,DEP,MOBILE,5541,DEP WIRE REF762769,USD,2023-11-30,231.47,2023-11-30
H000005878,A00000183,DEP,WIRE,5541,DEP ONLINE REF912833,USD,2023-11-30,127.5,2023-11-30
H000005879,A00000184,WDR,WIRE,5912,WDR ONLINE REF470067,USD,2023-11-30,142.15,2023-12-01
H000005880,A00000184,FEE,WIRE,5541,FEE BRANCH REF628883,USD,2023-11-30,12,2023-12-01
H000005881,A00000185,WDR,ATM,6011,WDR POS REF177403,USD,2023-11-30,25.86,2023-11-30
H000005882,A00000188,PMT,ACH,5541,PMT BRANCH REF964909,USD,2023-11-30,2463.35,2023-11-30
H000005883,A00000195,PMT,ACH,0000,PMT POS REF537459,USD,2023-11-30,149.52,2023-11-30
H000005884,A00000196,INT,POS,5912,INT BRANCH REF739956,USD,2023-11-30,24.29,2023-11-30
H000005885,A00000197,CHG,ATM,7011,CHG MOBILE REF237986,USD,2023-11-30,12,2023-11-30
H000005886,A00000199,REF,ACH,5411,REF POS REF599955,USD,2023-11-30,1018.25,2023-11-30
H000005887,A00000202,PMT,WIRE,6011,PMT WIRE REF111195,USD,2023-11-30,556.27,2023-11-30
H000005888,A00000204,PMT,ATM,7011,PMT WIRE REF988074,USD,2023-11-30,1127.87,2023-11-30
H000005889,A00000205,PMT,MOBILE,0000,PMT ATM REF799362,USD,2023-11-30,1027.45,2023-11-30
H000005890,A00000212,PMT,POS,5912,PMT MOBILE REF617903,USD,2023-11-30,551.65,2023-11-30
H000005891,A00000212,CHG,ATM,4900,CHG BRANCH REF130882,USD,2023-11-30,9.95,2023-11-30
H000005892,A00000218,WDR,BRANCH,5411,WDR ATM REF214982,USD,2023-11-30,50.3,2023-11-30
H000005893,A00000225,FEE,POS,5541,FEE BRANCH REF644503,USD,2023-11-30,9.95,2023-11-30
H000005894,A00000226,TRF,ACH,5812,TRF POS REF639538,USD,2023-11-30,-420.35,2023-11-30
H000005895,A00000228,ADJ,BRANCH,5912,ADJ WIRE REF621886,USD,2023-11-30,72.91,2023-11-30
H000005896,A00000229,WDR,POS,5812,WDR ONLINE REF936632,USD,2023-11-30,6.84,2023-11-30
H000005897,A00000233,TRF,POS,5812,TRF MOBILE REF414152,USD,2023-11-30,54.58,2023-11-30
H000005898,A00000235,WDR,BRANCH,5812,WDR BRANCH REF731054,USD,2023-11-30,34,2023-11-30
H000005899,A00000238,PMT,POS,5541,PMT MOBILE REF375541,USD,2023-11-30,1623.88,2023-11-30
H000005900,A00000241,WDR,WIRE,5912,WDR BRANCH REF886685,USD,2023-11-30,37.67,2023-11-30
H000005901,A00000241,TRF,ATM,5912,TRF MOBILE REF882278,USD,2023-11-30,-163.03,2023-11-30
H000005902,A00000241,TRF,ATM,6011,TRF BRANCH REF428067,USD,2023-11-30,22.84,2023-11-30
H000005903,A00000243,DEP,ACH,6011,DEP MOBILE REF518419,USD,2023-11-30,16.37,2023-12-01
H000005904,A00000250,FEE,BRANCH,7011,FEE ATM REF608166,USD,2023-11-30,3,2023-11-30
H000005905,A00000254,INT,ACH,0000,INT MOBILE REF978063,USD,2023-11-30,23.62,2023-11-30
H000005906,A00000255,DEP,ONLINE,5411,DEP MOBILE REF790641,USD,2023-11-30,8.95,2023-11-30
H000005907,A00000255,WDR,WIRE,5411,WDR ATM REF925248,USD,2023-11-30,214.78,2023-12-01
H000005908,A00000255,WDR,ACH,4900,WDR ATM REF370786,USD,2023-11-30,72.44,2023-11-30
H000005909,A00000256,CHG,MOBILE,5541,CHG ACH REF667519,USD,2023-11-30,9.95,2023-11-30
H000005910,A00000256,CHG,ACH,0000,CHG ACH REF696910,USD,2023-11-30,25,2023-11-30
H000005911,A00000257,CHG,ATM,6011,CHG ATM REF269057,USD,2023-11-30,12,2023-11-30
H000005912,A00000259,PMT,ONLINE,5541,PMT POS REF479663,USD,2023-11-30,285.31,2023-11-30
H000005913,A00000262,DEP,ONLINE,5411,DEP MOBILE REF368003,USD,2023-11-30,134.21,2023-11-30
H000005914,A00000262,WDR,BRANCH,4900,WDR BRANCH REF116398,USD,2023-11-30,91.4,2023-11-30
H000005915,A00000262,DEP,MOBILE,7011,DEP ONLINE REF587409,USD,2023-11-30,142.05,2023-11-30
H000005916,A00000265,REF,ATM,0000,REF ATM REF389821,USD,2023-11-30,240.69,2023-12-01
H000005917,A00000267,REF,WIRE,5411,REF BRANCH REF981976,USD,2023-11-30,2711.77,2023-11-30
H000005918,A00000267,PMT,ACH,5912,PMT POS REF996436,USD,2023-11-30,623.53,2023-12-01
H000005919,A00000268,INT,BRANCH,5912,INT ONLINE REF527095,USD,2023-11-30,220.93,2023-11-30
H000005920,A00000271,FEE,ATM,7011,FEE WIRE REF914506,USD,2023-11-30,25,2023-11-30
H000005921,A00000272,INT,BRANCH,5541,INT ACH REF600127,USD,2023-11-30,126.73,2023-11-30
H000005922,A00000272,CHG,BRANCH,4900,CHG ONLINE REF580219,USD,2023-11-30,12,2023-11-30
H000005923,A00000272,CHG,MOBILE,6011,CHG WIRE REF989116,USD,2023-11-30,12,2023-12-01
H000005924,A00000274,INT,ATM,7011,INT POS REF739741,USD,2023-11-30,121.1,2023-11-30
H000005925,A00000274,CHG,WIRE,5812,CHG ACH REF861261,USD,2023-11-30,25,2023-11-30
H000005926,A00000278,WDR,WIRE,0000,WDR BRANCH REF440899,USD,2023-11-30,60.18,2023-11-30
H000005927,A00000279,ADJ,ACH,5812,ADJ MOBILE REF665882,USD,2023-11-30,1704.31,2023-11-30
H000005928,A00000280,PMT,ATM,5912,PMT ONLINE REF750947,USD,2023-11-30,260.7,2023-11-30
H000005929,A00000280,PMT,MOBILE,5812,PMT POS REF466522,USD,2023-11-30,171.06,2023-12-01
H000005930,A00000286,TRF,BRANCH,5411,TRF POS REF322941,USD,2023-11-30,334.76,2023-11-30
H000005931,A00000286,TRF,ACH,6011,TRF ACH REF293522,USD,2023-11-30,-54.01,2023-11-30
H000005932,A00000290,CHG,WIRE,0000,CHG ATM REF511140,USD,2023-11-30,9.95,2023-11-30
H000005933,A00000294,PMT,WIRE,5541,PMT ATM REF251912,USD,2023-11-30,701.59,2023-11-30
H000005934,A00000295,WDR,ATM,5411,WDR ATM REF857219,USD,2023-11-30,137.79,2023-12-01
H000005935,A00000295,DEP,ONLINE,6011,DEP ACH REF886273,USD,2023-11-30,65.49,2023-11-30
H000005936,A00000299,DEP,WIRE,6011,DEP POS REF142701,USD,2023-11-30,47.57,2023-11-30
H000005937,A00000301,PMT,WIRE,0000,PMT POS REF612184,USD,2023-11-30,719.95,2023-12-01
H000005938,A00000302,FEE,MOBILE,5411,FEE POS REF142204,USD,2023-11-30,9.95,2023-11-30
H000005939,A00000303,DEP,BRANCH,6011,DEP WIRE REF690520,USD,2023-11-30,270.06,2023-11-30
H000005940,A00000305,FEE,ONLINE,7011,FEE ATM REF610586,USD,2023-11-30,12,2023-11-30
H000005941,A00000305,PMT,BRANCH,4900,PMT BRANCH REF432259,USD,2023-11-30,2956.93,2023-11-30
H000005942,A00000306,PMT,ATM,6011,PMT MOBILE REF333115,USD,2023-11-30,2691.06,2023-11-30
H000005943,A00000308,DEP,WIRE,0000,DEP MOBILE REF117653,USD,2023-11-30,137.13,2023-11-30
H000005944,A00000309,PMT,ATM,5411,PMT ACH REF632665,USD,2023-11-30,1474.58,2023-11-30
H000005945,A00000310,PMT,MOBILE,5541,PMT MOBILE REF291854,USD,2023-11-30,1095.6,2023-11-30
H000005946,A00000311,TRF,ACH,4900,TRF POS REF777699,USD,2023-11-30,48.85,2023-11-30
H000005947,A00000319,DEP,ONLINE,5541,DEP ACH REF355245,USD,2023-11-30,115.91,2023-11-30
H000005948,A00000321,FEE,BRANCH,4900,FEE POS REF421649,USD,2023-11-30,9.95,2023-11-30
H000005949,A00000327,DEP,MOBILE,5411,DEP WIRE REF139492,USD,2023-11-30,342.66,2023-11-30
