account_id,customer_id,account_type,current_balance,credit_limit,acct_age_months,days_inactive,utilization_pct,customer_segment,region_code,fico_score,vantage_score,bureau_inqs_6mo,bureau_trades_open,bureau_derogs,bureau_util_pct,bureau_oldest_trade_mo,pmt_ontime_12mo,pmt_late_30_12mo,pmt_late_60_12mo,pmt_late_90_12mo,max_days_past_due_ever,months_since_last_dpd,avg_pmt_ratio_12mo,collateral_value,last_appraisal_date,ltv,pd,lgd,ead,expected_loss,new_risk_rating,score_date,model_id,score_timestamp
A00000206,C0000107,PERS,35007.9,0,112,28,,RET,NW,775,751,0,20,0,49.63,311,12,0,0,0,0,,0.8308,,,,0.0193437428,0.5,35007.9,338.59190681,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000207,C0000108,CC,7429.09,15000,83,9,49.527266667,PB,NW,595,575,0,17,0,53.24,113,7,5,0,0,62,16,0.343,,,,0.0476079501,0.75,11214.545,400.42612442,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000210,C0000110,CC,2705.99,10000,183,0,27.0599,RET,MW,661,659,0,14,0,82.97,105,11,1,1,1,185,18,0.6708,,,,0.0413578742,0.75,6352.995,197.05977591,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000212,C0000111,LOC,10444.85,100000,33,14,10.44485,RET,MW,570,574,0,9,0,10.96,64,12,0,0,0,0,,0.5855,,,,0.0449350601,0.5,55222.425,1240.7114925,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000213,C0000111,CC,3538.52,15000,158,4,23.590133333,RET,MW,570,574,0,9,0,10.96,64,12,0,0,0,0,,0.7747,,,,0.0432993052,0.75,9269.26,301.01438836,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000214,C0000112,CC,5511.35,25000,46,10,22.0454,RET,W,544,524,0,2,0,8.86,267,9,3,0,0,62,22,0.2189,,,,0.0449350601,0.75,15255.675,514.13600448,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000215,C0000113,CC,5456.75,10000,53,115,54.5675,RET,NE,750,731,0,18,0,57.46,41,12,0,0,0,0,,0.0934,,,,0.0247024783,0.75,7728.375,143.18251184,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000217,C0000114,AUTO,20766.64,0,141,3,,RET,W,518,496,1,7,0,84.94,251,11,1,1,0,62,13,0.8666,45680.79,2021-03-12,0.4546033464,0.0436214836,0,20766.64,0,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000219,C0000116,MTG,138748.84,0,191,13,,RET,NW,623,620,1,10,0,95.11,406,9,3,0,0,128,1,0.6581,170407.02,2019-12-29,0.8142202123,0.0419240262,0.2513761698,138748.84,1462.2325557,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000220,C0000116,CC,2290.71,7500,40,14,30.5428,RET,NW,623,620,1,10,0,95.11,406,12,0,0,0,0,,0.2044,,,,0.0407703661,0.75,4895.355,149.68906183,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000221,C0000116,CC,1286.93,1500,10,89,85.795333333,RET,NW,623,620,1,10,0,95.11,406,12,0,0,0,0,,0.6792,,,,0.0495374411,0.75,1393.465,51.771517805,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000222,C0000117,PERS,28092.93,0,1,5,,RET,SE,650,630,2,11,0,81.72,369,12,0,0,0,0,,0.4255,,,,0.0356290743,0.5,28092.93,500.46254511,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000224,C0000118,PERS,32974.08,0,51,83,,RET,NE,570,560,3,4,2,47.36,105,10,2,1,0,185,24,0.5274,,,,0.0495759225,0.5,32974.08,817.36021726,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000225,C0000118,PERS,27386.39,0,149,90,,RET,NE,570,560,3,4,2,47.36,105,12,0,0,0,0,,0.3296,,,,0.0477796796,0.5,27386.39,654.25647034,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000230,C0000120,MTG,160984.52,0,73,2,,RET,W,749,733,3,16,2,71.19,124,12,0,0,0,0,,0.1723,209968.34,2021-03-11,0.7667085428,0.0219733836,0.2133668343,160984.52,754.75842264,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000232,C0000121,CC,963.93,1500,16,4,64.262,RET,MW,798,781,0,11,0,22.7,118,12,0,0,0,0,,0.4776,,,,0.0216723793,0.75,1231.965,20.024709533,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000238,C0000125,CC,870.83,1500,48,0,58.055333333,RET,SW,645,661,0,24,0,70.75,199,12,0,0,0,0,,0.5786,,,,0.0369792149,0.75,1185.415,32.876787021,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000239,C0000126,MTG,300050.62,0,39,4,,RET,SW,747,736,5,17,0,71.28,36,10,2,1,1,62,18,0.4857,320115.32,2023-06-27,0.9373204007,0.0332553095,0.3498563205,300050.62,3490.9630077,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000240,C0000126,PERS,41164.49,0,43,5,,RET,SW,747,736,5,17,0,71.28,36,12,0,0,0,0,,0.9174,,,,0.0231583083,0.5,41164.49,476.6499742,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000244,C0000128,LOC,37736.53,100000,191,97,37.73653,RET,NW,614,633,0,5,0,86.85,70,12,0,0,0,0,,0.8178,,,,0.0392799819,0.5,68868.265,1352.5721007,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000246,C0000129,AUTO,54895.67,0,34,188,,RET,SE,807,783,8,16,0,93.42,279,12,0,0,0,0,,0.5076,81027.09,2020-12-21,0.6774977356,0.019174167,0.1419981885,54895.67,149.46427482,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000247,C0000130,CC,345.99,3000,192,290,11.533,RET,SE,625,618,0,12,0,13.1,120,11,1,0,0,185,33,0.3955,,,,0.0362661629,0.75,1672.995,45.504831851,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000248,C0000131,CC,453.21,1500,109,14,30.214,SMB,NW,770,776,1,11,0,95.37,404,12,0,0,0,0,,0.6299,,,,0.0189643295,0.75,976.605,13.890494263,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000250,C0000131,PERS,40812.01,0,195,133,,SMB,NW,770,776,1,11,0,95.37,404,12,0,0,0,0,,0.4515,,,,0.0190348019,0.5,40812.01,388.42426288,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000251,C0000132,MTG,132337.87,0,97,35,,SMB,NW,685,706,1,13,0,87.27,113,12,0,0,0,0,,0.2891,187138.92,2020-08-08,0.7071638011,0.0263949506,0.1657310409,132337.87,578.90706847,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000252,C0000132,AUTO,36734.63,0,18,13,,SMB,NW,685,706,1,13,0,87.27,113,10,2,0,0,185,11,0.9735,55120.06,2022-12-31,0.6664475692,0.0277084577,0.1331580553,36734.63,135.5362506,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000254,C0000133,MTG,727444.58,0,86,11,,RET,SE,746,747,1,16,0,52.29,419,12,0,0,0,0,,0.6072,826138.26,2022-07-23,0.8805361224,0.0237382052,0.3044288979,727444.58,5256.9478294,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000256,C0000135,CC,742.13,3000,192,8,24.737666667,RET,W,608,596,0,17,1,47.77,166,12,0,0,0,0,,0.4027,,,,0.0362661629,0.75,1871.065,50.892261009,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000257,C0000135,AUTO,16819.37,0,181,5,,RET,W,608,596,0,17,1,47.77,166,12,0,0,0,0,,0.2443,44741.95,2020-07-01,0.3759194671,0.0365380082,0,16819.37,0,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000259,C0000136,CC,1005.41,3000,189,8,33.513666667,PREM,SE,743,728,0,21,0,55.23,384,12,0,0,0,0,,0.3665,,,,0.021860734,0.75,2002.705,32.835450938,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000260,C0000136,MTG,784004.07,0,143,12,,PREM,SE,743,728,0,21,0,55.23,384,12,0,0,0,0,,0.2172,752934.23,2022-08-22,1.041265012,0.0250469317,0.4330120096,784004.07,8503.0119836,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000265,C0000137,MTG,666851.08,0,166,10,,PREM,NW,598,618,0,2,0,70.7,314,12,0,0,0,0,,0.8311,757151.02,2021-05-09,0.8807372141,0.0499974816,0.3045897713,666851.08,10155.289363,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000266,C0000138,CC,145.45,1500,53,10,9.6966666667,RET,W,623,646,0,9,0,65.43,330,12,0,0,0,0,,0.6882,,,,0.034647525,0.75,822.725,21.379038738,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000267,C0000139,MTG,587450.62,0,183,11,,PREM,SE,704,724,2,21,1,53.23,125,10,2,1,0,31,24,0.8083,1876179.31,2021-06-06,0.313110062,0.024404036,0,587450.62,0,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000270,C0000140,CC,2158.81,5000,150,0,43.1762,CORP,MW,821,832,2,6,0,15.25,118,12,0,0,0,0,,0.1334,,,,0.0186613329,0.75,3579.405,50.097351347,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000272,C0000141,MTG,434898.35,0,80,10,,SMB,W,587,605,2,11,4,7.25,239,11,1,0,0,45,24,0.7488,961288.55,2021-06-01,0.4524118695,0.0443114486,0,434898.35,0,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000274,C0000142,CC,1236.27,5000,124,10,24.7254,RET,NE,730,714,1,14,0,45.92,283,12,0,0,0,0,,0.3051,,,,0.020155395,0.75,3118.135,47.135431862,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000275,C0000142,CC,598.36,1500,113,1,39.890666667,RET,NE,730,714,1,14,0,45.92,283,11,1,0,0,31,31,0.1246,,,,0.022214502,0.75,1049.18,17.480258405,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000276,C0000143,HELC,65614.44,150000,81,3,43.74296,RET,W,802,778,3,9,0,28.41,135,7,5,0,0,91,5,0.5854,96097.76,2023-05-14,0.6827884438,0.0183896758,0.146230755,107807.22,289.90829591,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000277,C0000143,AUTO,32888.45,0,7,2,,RET,W,802,778,3,9,0,28.41,135,12,0,0,0,0,,0.1924,44972.78,2023-12-28,0.7312967978,0.0196989574,0.1850374382,32888.45,119.87986753,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000279,C0000144,CC,3058.49,10000,24,13,30.5849,RET,NE,603,592,8,24,0,87.75,219,12,0,0,0,0,,0.8703,,,,0.0407703661,0.75,6529.245,199.64978198,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000280,C0000145,CC,5435.69,25000,129,12,21.74276,RET,W,702,706,0,9,2,72.74,390,12,0,0,0,0,,0.6266,,,,0.0242201988,0.75,15217.845,276.43442374,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000284,C0000147,PERS,43582.97,0,45,70,,SMB,SW,702,708,1,17,0,64.07,56,12,0,0,0,0,,0.3093,,,,0.0278115301,0.5,43582.97,606.05453996,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000288,C0000148,AUTO,46236.39,0,89,7,,RET,SE,558,546,3,2,0,58.36,402,12,0,0,0,0,,0.3375,46529.74,2022-04-03,0.9936954301,0.0507829413,0.3949563441,46236.39,927.36534645,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000290,C0000148,CC,1342.61,3000,109,7,44.753666667,RET,SE,558,546,3,2,0,58.36,402,12,0,0,0,0,,0.9767,,,,0.0476079501,0.75,2171.305,77.528535138,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000293,C0000150,PERS,41297.28,0,170,1,,RET,SW,671,690,1,15,0,87.55,63,12,0,0,0,0,,0.5573,,,,0.033418887,0.5,41297.28,690.05456713,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000294,C0000151,CC,2833.64,5000,13,188,56.6728,RET,SE,730,735,1,6,2,61.14,205,12,0,0,0,0,,0.8061,,,,0.0253746623,0.75,3916.82,74.540988536,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000297,C0000154,LOC,2249.32,10000,185,110,22.4932,RET,SW,552,555,3,17,0,40.08,249,10,2,1,0,45,18,0.743,,,,0.0432993052,0.5,6124.66,132.59676132,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000300,C0000155,CC,9832.93,10000,111,13,98.3293,COMM,MW,782,785,1,14,0,55.03,11,12,0,0,0,0,,0.1151,,,,0.0246181995,0.75,9916.465,183.09413494,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000301,C0000156,CC,1133.34,3000,137,6,37.778,PREM,W,585,565,0,3,0,28.25,326,12,0,0,0,0,,0.21,,,,0.0468691733,0.75,2066.67,72.647335747,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000304,C0000157,CC,4874.86,5000,110,58,97.4972,RET,MW,767,788,2,8,0,14.15,271,9,3,0,0,91,32,0.5181,,,,0.0246181995,0.75,4937.43,91.162977401,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000305,C0000157,PERS,9162.26,0,16,7,,RET,MW,767,788,2,8,0,14.15,271,12,0,0,0,0,,0.6823,,,,0.0203136778,0.5,9162.26,93.059598655,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000306,C0000158,MTG,817778.09,0,177,22,,RET,SW,727,729,0,10,0,88.69,76,10,2,1,0,31,7,0.3385,1056216.76,2021-11-30,0.7742521431,0.0216233705,0.2194017145,817778.09,3879.706545,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000309,C0000159,LOC,10200.56,50000,43,9,20.40112,RET,NW,789,801,0,24,0,71.73,154,12,0,0,0,0,,0.5967,,,,0.017869427,0.5,30100.28,268.93737864,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000310,C0000159,MTG,651563.23,0,203,10,,RET,NW,789,801,0,24,0,71.73,154,12,0,0,0,0,,0.6007,657219.18,2023-11-19,0.9913941191,0.0199462942,0.3931152953,651563.23,5109.0332572,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000312,C0000160,HELC,37050.3,250000,179,301,14.82012,RET,SW,606,587,3,17,1,94.22,37,12,0,0,0,0,,0.1413,47560.09,2021-02-28,0.7790208135,0.035186036,0.2232166508,143525.15,1127.2621881,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000314,C0000161,AUTO,40782.09,0,60,42,,PB,W,598,592,1,11,0,27.56,77,11,1,0,0,45,25,0.389,61304.31,2022-02-20,0.6652401764,0.0471044868,0.1321921411,40782.09,253.94367035,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000315,C0000161,MTG,174576.14,0,203,6,,PB,W,598,592,1,11,0,27.56,77,12,0,0,0,0,,0.7785,389772.93,2022-06-10,0.4478919047,0.0436214836,0,174576.14,0,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000322,C0000167,LOC,14366.16,50000,199,12,28.73232,RET,SE,812,811,1,8,0,78.28,400,12,0,0,0,0,,0.3407,,,,0.0172011877,0.5,32183.08,276.79359949,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000323,C0000167,AUTO,12381.19,0,13,8,,RET,SE,812,811,1,8,0,78.28,400,11,1,0,0,62,16,0.1916,14653.75,2021-10-29,0.8449161477,0.021285081,0.2759329182,12381.19,72.717880006,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000324,C0000168,CC,1324.92,3000,155,1,44.164,RET,SE,554,575,5,10,0,45.32,150,12,0,0,0,0,,0.9537,,,,0.0468691733,0.75,2162.46,76.014534328,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000325,C0000168,MTG,695771.64,0,2,32,,RET,SE,554,575,5,10,0,45.32,150,11,1,1,0,185,24,0.6282,986160.28,2020-02-15,0.7055360615,0.0493962875,0.1644288492,695771.64,5651.1788186,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000326,C0000169,HELC,253046.66,250000,198,349,101.218664,PB,MW,607,628,1,17,0,13.44,320,12,0,0,0,0,,0.9975,349117.94,2022-10-05,0.7248171205,0.049190276,0.1798536964,251523.33,2225.2402249,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000329,C0000170,CC,3078.9,3000,165,66,102.63,RET,W,675,672,0,14,1,76.62,90,12,0,0,0,0,,0.4461,,,,0.0423654119,0.75,3039.45,96.575663484,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000330,C0000170,CC,1051.31,1500,135,118,70.087333333,RET,W,675,672,0,14,1,76.62,90,12,0,0,0,0,,0.3145,,,,0.0388500152,0.75,1275.655,37.169412116,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000332,C0000171,PERS,37613.97,0,106,24,,PREM,NE,801,789,1,12,0,30.27,47,11,1,0,0,185,23,0.3886,,,,0.0193437428,0.5,37613.97,363.79748071,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000333,C0000172,CC,5913.13,7500,162,14,78.841733333,SMB,MW,795,816,2,6,1,28.32,356,12,0,0,0,0,,0.3191,,,,0.0221819221,0.75,6706.565,111.5733769,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000335,C0000173,MTG,709489.91,0,195,14,,PREM,SW,780,780,1,2,0,2.12,395,12,0,0,0,0,,0.774,824680.18,2021-05-29,0.8603212824,0.0199462942,0.2882570259,709489.91,4079.3253624,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000337,C0000174,MTG,286921.78,0,151,14,,RET,SW,549,542,0,18,0,39.11,294,12,0,0,0,0,,0.1364,241085.23,2020-09-23,1.1901259152,0.0535009782,0.5521007322,286921.78,8475.0752285,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000339,C0000174,CC,5700.36,15000,22,8,38.0024,RET,SW,549,542,0,18,0,39.11,294,9,3,1,1,128,11,0.6582,,,,0.0677665219,0.75,10350.18,526.04677502,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000341,C0000176,MTG,429685.68,0,68,10,,RET,SW,576,575,2,8,0,8.78,210,12,0,0,0,0,,0.5559,448356.61,2023-02-27,0.958356965,0.0507829413,0.366685572,429685.68,8001.336831,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000344,C0000178,MTG,557733.42,0,26,78,,RET,SE,684,682,0,6,0,18.47,108,10,2,0,0,62,33,0.5974,587471.86,2023-06-11,0.9493789541,0.0291308203,0.3595031633,557733.42,5840.9313175,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000346,C0000179,MTG,407249.67,0,85,100,,PREM,NE,787,794,2,23,0,77.8,270,11,1,0,0,185,33,0.349,601683.97,2021-02-19,0.6768497921,0.018757812,0.1414798337,407249.67,1080.7804031,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000348,C0000180,CC,686.97,1500,74,11,45.798,CORP,NW,666,654,1,3,0,82.74,213,12,0,0,0,0,,0.2436,,,,0.0332969681,0.75,1093.485,27.307301399,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000349,C0000181,HELC,38103.41,250000,61,5,15.241364,PREM,NW,633,638,5,21,0,8.4,270,12,0,0,0,0,,0.0932,59858.74,2020-04-12,0.6365554972,0.0357475639,0.1092443977,144051.705,562.55375584,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000350,C0000182,AUTO,46092.89,0,20,12,,SMB,NW,620,611,1,24,0,93.94,346,12,0,0,0,0,,0.8133,104053.22,2022-09-07,0.4429741819,0.0389461695,0,46092.89,0,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000351,C0000182,MTG,589461.08,0,34,14,,SMB,NW,620,611,1,24,0,93.94,346,12,0,0,0,0,,0.1333,504272.12,2022-10-14,1.1689345031,0.0465813881,0.5351476024,589461.08,14694.037559,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000355,C0000185,CC,722.95,3000,134,5,24.098333333,PB,MW,794,775,1,1,0,37.36,301,12,0,0,0,0,,0.286,,,,0.0172011877,0.75,1861.475,24.014685618,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000358,C0000187,CC,15770.04,25000,78,13,63.08016,RET,NE,722,697,1,20,0,69.66,15,7,5,2,2,31,2,0.7285,,,,0.0452428659,0.75,20385.02,691.70754484,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000359,C0000187,CC,2833.48,7500,126,119,37.779733333,RET,NE,722,697,1,20,0,69.66,15,12,0,0,0,0,,0.3819,,,,0.021860734,0.75,5166.74,84.711546522,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000360,C0000187,CC,6191.29,25000,144,68,24.76516,RET,NE,722,697,1,20,0,69.66,15,11,1,1,0,31,33,0.4692,,,,0.020155395,0.75,15595.645,235.75228854,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000361,C0000187,PERS,35261.24,0,51,5,,RET,NE,722,697,1,20,0,69.66,15,12,0,0,0,0,,0.4169,,,,0.0231583083,0.5,35261.24,408.29533261,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000362,C0000188,MTG,126499.81,0,41,1,,SMB,NE,665,651,0,19,0,18.55,209,12,0,0,0,0,,0.1051,174300.37,2023-04-18,0.7257575529,0.0336599528,0.1806060423,126499.81,769.01648983,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000368,C0000191,CC,9971.89,10000,203,7,99.7189,SMB,SE,745,746,1,11,1,33.91,285,12,0,0,0,0,,0.7849,,,,0.0283531577,0.75,9985.945,212.34980519,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000369,C0000192,CC,988.27,5000,3,9,19.7654,SMB,W,603,591,0,9,0,43.83,232,12,0,0,0,0,,0.6371,,,,0.0386571261,0.75,2994.135,86.808490758,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000375,C0000193,MTG,693543.89,0,165,12,,SMB,SW,675,685,8,22,0,65.78,288,12,0,0,0,0,,0.6035,1063533.7,2020-05-19,0.6521127539,0.0324207087,0.1216902031,693543.89,2736.2266617,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000376,C0000194,CC,1408.73,3000,3,1,46.957666667,RET,SW,750,751,0,16,2,24.46,200,11,1,1,0,62,26,0.5583,,,,0.023324959,0.75,2204.365,38.562542387,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000378,C0000195,MTG,460583.36,0,148,9,,RET,SW,531,541,0,11,2,80.88,302,12,0,0,0,0,,0.8313,668817.19,2020-06-17,0.6886535916,0.0463731422,0.1509228733,460583.36,3223.5160206,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000381,C0000196,CC,494.64,1500,118,12,32.976,PB,NW,629,630,0,16,0,33.83,184,10,2,0,0,128,10,0.3481,,,,0.0399041421,0.75,997.32,29.847899276,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000383,C0000198,LOC,1371.05,10000,11,8,13.7105,RET,SW,805,797,2,16,0,32.85,117,12,0,0,0,0,,0.2095,,,,0.0183591756,0.5,5685.525,52.190775924,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000386,C0000199,AUTO,31629.68,0,117,8,,RET,SE,566,570,0,10,0,76.49,288,11,1,0,0,185,20,0.1071,48585.65,2020-07-24,0.6510086826,0.0471044868,0.1208069461,31629.68,179.99025015,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000387,C0000200,MTG,374621.3,0,125,43,,CORP,NW,555,580,5,23,0,69.72,21,12,0,0,0,0,,0.1744,372975.13,2023-05-29,1.0044136187,0.0535009782,0.4035308949,374621.3,8087.8107327,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000388,C0000200,PERS,32703.81,0,86,64,,CORP,NW,555,580,5,23,0,69.72,21,12,0,0,0,0,,0.8873,,,,0.0485320776,0.5,32703.81,793.59192265,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000391,C0000202,CC,2039.87,5000,186,394,40.7974,RET,NW,524,520,0,21,0,14.84,272,9,3,1,1,185,20,0.6091,,,,0.0636944162,0.75,3519.935,168.15015377,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000392,C0000203,MTG,488867,0,64,6,,RET,NW,517,501,0,8,0,26.01,43,12,0,0,0,0,,0.7993,697920.95,2020-03-20,0.7004618503,0.0471044868,0.1603694802,488867,3692.9609921,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000393,C0000203,CC,1377.69,7500,199,278,18.3692,RET,NW,517,501,0,8,0,26.01,43,12,0,0,0,0,,0.5056,,,,0.0432993052,0.75,4438.845,144.14917833,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000395,C0000204,MTG,531992.02,0,167,80,,COMM,W,565,581,1,8,0,68.52,31,12,0,0,0,0,,0.6634,488047.46,2021-10-22,1.090041571,0.0535009782,0.4720332568,531992.02,13435.054664,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000397,C0000205,CC,17186.53,25000,198,23,68.74612,PB,NE,568,583,1,5,2,75.83,283,12,0,0,0,0,,0.8878,,,,0.0508800638,0.75,21093.265,804.9200012,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000400,C0000206,MTG,91647.13,0,168,6,,PREM,MW,820,816,1,18,0,48.16,191,12,0,0,0,0,,0.0649,304901.51,2022-06-03,0.300579456,0.0173326952,0,91647.13,0,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000402,C0000207,CC,1330.77,5000,170,1,26.6154,RET,SE,576,595,0,23,0,18.56,340,10,2,0,0,185,25,0.893,,,,0.0432993052,0.75,3165.385,102.79422842,4,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000404,C0000208,CC,8167.93,15000,187,92,54.452866667,RET,MW,683,706,1,19,0,24.1,178,12,0,0,0,0,,0.8962,,,,0.0285603432,0.75,11583.965,248.13151183,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
A00000405,C0000208,CC,2154.98,15000,184,13,14.366533333,RET,MW,683,706,1,19,0,24.1,178,12,0,0,0,0,,0.4764,,,,0.0242201988,0.75,8577.49,155.81138494,3,2024-01-31,CRM-2023-Q4-v2,2026-09-18 19:12:04
